sentiment,tweet
1,"@thetaraface Hey buddy, how does 3pm sound to take Tuesday from Tentative to Tangible? "
0,Im up and NOT going to school!!! WOOHOO but i tried to win three days in NewYork but htis HORIBLE person took it! Boo her ! 
0,"As they left tonight they took the happiness inside of me....everything went tits up, now everything is wrong "
0,Wishing I could sleep. 
1,"@maybeandroid For Shame, For Shame - Ikea is awesome ('cept the other customers  ). Gotta agree 'bout the weather, 'tis way to hot outside"
1,@IdahoDomestic June 13th here. 
1,The vegetables to go with the meat   http://yfrog.com/0yurhj
0,"Riding downtown to work in the mornings without @operaben will be very sad. His temp assignment ended, while mine continues. "
1,"@roxerally alright hun, hope you get some sleep "
0,toenail from second toe left foot came out 
1,Morning blockheads  xx
0,@CheeksTVOffic  I can't vote at all.  I keep getting something about Internet Explorer not being able to open the page 
1,@VeronicaDLCruz tomorrow is always better   Nothing like some rest and prayers and positive thoughts to make #ERIC feel better
1,"people is making me sick, you know who mimi "
1,Was just woken up by home bible sellers. I don't need a bible 10 am on Saturday I need a beer..  
1,@KidCalloway Heyy hunnie.  How was the weekend?
1,@PerezHilton congratulations 
0,"@khyrinthia poor khy  when is your last day of school? If i lived in Cali, I would do your tests for ya!"
1,@RedPorscheKilla @Myth60 thanks so MUCH for the FF.....you are awesome !!!!   You encourage me!!   :  )    have a great day!!  
1,@chocolatluver00 nice backgroundddddd  lmao
1,@mossyrants Its a boss name. Never heard it as a little boys name before. He is absolutely gorgeous! 
0,"why is it so freaking hot out during the day, but no sun?! i want to tan "
1,@myaemily watching a show at UCI a friend of mine Marissa is graduating and she had to do a show for her final thesis to graduate! 
1,20  Age ain't nothing but a number ))))
1,@mlesser64 from me based on the teachings of the Kabbalah and Judaism 
1,Been a while... I have been very enthralled in MapleStory and Warsow. Much love to those that want it  Guessim going back to games. BB! o/
1,@FluffyStarr a few shots of my Dad's wine usually does it. Not good to rely on it though 
0,"@Dolcissima Yeah...I've found that the older I get, the more susceptible I am to pressure headaches.  Thankgod for xtra strength tylenol!"
0,i can go back to bed now!  YAWNNNNNN
1,"prints down the bottom  i think you'd probably use, Paper stock &amp; Method of Printing?"
0,blaaahhh... folding and organizing all my clothes at my new place.. woot.. 
0,@baxterburgundy my ex would probably agree with you 
1,summer class starts tomorrow. yargh 
1,Chatting 
1,"@sarahje aw, just read that twitpic tweet. "
0,@MrEricPiRaTe Marley and Me is the sadder movie ever! 
1,Wonderland Today ! 
0,I am so frustrated right now. Feeling quite convicted this morning. 
1,"@thepeachtree And a lovely one at that  I took a shot at making my first one in months, but etsy burfed on me... next time! "
1,@ohmymandy GEFELCITEERD!!! 
1,@HelloImJustin DUDE I SENT YOU A MESSAGE; RREEEAADDD IT! 
1,"If Paula tweets or if she has, will Amanda or somebody DM me what it says. My phone tends to act strange at times. :| BiG thanks! "
1,@combustiblesong they have stopped.......for now...the war may have been won!!  i hope so
1,It really is catchy http://www.youtube.com/watch?v=6bJOIqVAD-s Basic yet great. Wonder if it's a real fish or the tacky Chia Pet types 
1,@ginotorres HI Ginohhhh  mornin
1,@Spitphyre Ree I love you regardless of how much you goop me with compliments. But I love them coming my way anyway  THANK YOU!
1,http://www.blogtv.com/People/Lottiie_    come here. 
1,my arms are sooo sore. gym in  a little while then mall  gotta get a new bathing suit for bday next week
1,Enjoying having my brother Brandon stay with Dave and me for the week. 
0,Waiting for 1:05 so I can print my bosses boarding pass &amp; go home. Have a bunch to read before class tomorrow  &amp; laundry. Hate laundry!
0,done washing our clothes.. i'm so tired.. 
0,"@ploycarat think they have all come out and condemned it but on past experience with the Burmese junta, it's like banging head on wall "
0,I was missing Mitchell and Webb! 
1,Have a nice day all! Hope all is well and happy in your worlds! 
1,I hope everyone following me has an amazing day today. good luck! yes this means you 
0,"@StephanieSar  From my experience, sleeping 5-10 just makes me want to sleep more during the night. "
1,is excited! i'm going to be apart of CTK Children's Ministry! 
1,"@anima The combination of apples and cinnamon is as old as time,my friend.They're a match made in heaven "
0,i want nobody nobody but you!  i miss johnny. 
1,@DrPino That is actually a meat cleaver 
1,@AlmostEmily 'persevere' is the right spelling 
0,"@TazVaz awww  I just found mad fonts, installing them in photoshop now. bout to make some hoooottt shit. lol"
1,I'm loving my queen sized bed! 
1,@Miowkitty Yes but been up since 7 n already on my second glass of wine 
1,"Ok satisfied with my nite, now time to take it down "
1,@ShortyAZK Last time I went into Waterstones I spent ï¿½25....damn books! I love them way too much 
1,@meggywebb Happy #andyhurleyday to you too! 
0,@MelineG Oh. Yes. Because it will probably be the last time I see you before you leave! 
0,definitely have trouble getting getting in the work groove this morning...must be the weather 
1,Thrift shopping sounds like a great plan for tonight 
0,Icing my knee  ZUMBAthon was awesome -- raising $$ for Children's Miracle Network = awesome. Lasted 2 1/2 hours.
1,GOODNIGHT WORLD!!!! 
1,@abrahamjmr hahahaha reggaeton xD shake that ass! eso te servira  xDDDD
1,@jamopo Leicester???? I've heard of that place... Have they got a footie team? 
0,feeling sleepy... no mood to study. I WANT TO GO HOMEEEEE 
1,My toes are cold. But at least there's chinese food incoming 
0,gnaaa sit in the sun on a blown up bed and gonna read &quot;as i lay me down to sleep&quot; - my mums friends book. she was abused when younger 
1,"Wow, what a run!!! Drinking a Smoothie King "
1,same spot that i saw it in! scawe!! well on my way to the airport 
0,@SYTYCDISM I agree with @lindork ! I love Pono but Ashley was amazing. She really rocks. I would like to vote but I'm brazillian 
1,Day 3 of the Bead &amp; Button Show http://www.beadandbuttonshow.com I'm working in the Beadbury booth #727 &amp; 729. Stop by to say hi 
1,@faceofbass hah - I think my DM crossed with your @ 
1,@YourSavvyVA Good morning to you too  How are you?
0,"is at home with two sick girls   I hate when my kids are sick, I feel so bad for them"
1,@TherealNihal If I was Indian PM....I'd BRING ON THE TRUMPETS!  #Nihal
1,"Damnnn, signed up for free gym pass over weekend, dude calls to check in today. Accountability works LoL So do follow up calls "
1,Well...i think he likes me!woo hoo... 
0,"@KaiBass SOOOOOOOOORY BAAAAAAABE  I was drinking and looking at old pictures... pathetic, right?? You can join me noow and drink with meee"
0,I'll have to wait to tweet because my phone battery ran out! Buuuuu 
0,pulling an all-nighter w/ jamie... never done this before.. exam in the morning... 
0,"lunch break's over, going back to work.... "
1,"@uhshalala Yeah! is so cool &lt;3 I love to kiro,yu and Strify  oh yeah! haha"
1,"@FrecklesRN it's funny, but it's sad because it's true. I think because I watch cartoons before I go to sleep. "
1,@LouFCD I think I'll take you up on your suggestion.  I'll let you know how it goes.
1,"@Huneychild he has one here but he's married, we'll have to send over to England for some if the single ones "
1,@BryanGT3RS Yes it does suck most seriously   It's ok...Karma is bitch when she is getting you back...
1,preparing to conference in Miami and receiving a job offer! God is good (all the time). 
1,@jonasobsessedx Omg im sooo hyperr!!!  i started tearing after the Joe and Stella moment!!  Gossh soooooooooooooooo cuteee &lt;3 ilusfdmmmm
1,@avgjanecrafter went with a friend for a spontaneous weekend trip.  
0,@Sbalani I can't either. You going to the degree show? I'm swamped 
1,@johnjayvanes U cant ask to be o? Ghost Whisper...CAMERON MANHEIM really will think youre stalking her. 
1,ice creaaaaaam 
1,"@jonathanrknight by the way, have u tried choco M&amp;Ms with popcorn? sounds gross (i know) but its actually quite good "
0,Ugh. My pick up lines didn't work. I'm a failure at life. 
1,Meeting @shique for dinner and a movie. 
0,"Sadly, this isn't related to cookies, so I couldn't use the verb &quot;OM NOM NOM NOM&quot; this time. "
1,My 2 favorite things. Fuzzball and Google Wave  http://fuzz-ball.com/twitter
0,"finally finished typing!!!! Woohoooo  , still need to add graphs though "
0,is about to tackle the mountain of paperwork that has to be filed somehow - I hate doing paperwork 
0,It's going to be a LONG week. I'm losing both my guys!!! 
0,is very hungry! 
0,@bradiewebbstack i know.. it used to be so good  but apparently its ending aftre the next season because there is no stroy line 
1,@Foxy_Roxy07 i didn't have bbq  but i had cheddars  and this should be your anthem to abby http://bit.ly/AQCnO
0,wants to go home 
0,"Well it's a sunshining day.Meetings, meetings, meetings, so.......no sun for me today "
1,Just got interviewed by a magazine giving my opinion about how to motivate kids to get good grades. 
0,internet is sooo slow at my grandmothers. thats what you get when you live in the country. 
0,Hey tweople! Sleep wasn't really a friend of last nite. My nervous ass kept wakin cause my stnka has a fever   this sux
1,Yum panera with the lover and snugged up at the booth. I feel much better now 
1,Yes!! Successful presentation at Berlin ... Congratulations Ivan 
0,is a bit of a twitter-thicko 
0,Sitting with Becca &amp; my ''color smashed vagina''. 
1,"@MissLohan83 Tried, but she went like this---&gt;  and I caved in within seconds and bought her a fairy cake...... "
1,@xRawrx0x I LOVE YOU MORE!  
0,missing the shuttle launch 
0,Will be done tomorrow morning! Going to bed now due to neck pains. 
0,@nkotbfanforever yah I know! 
1,"Wireless access has been installed in the Baldwin Observatory...too bad it may never be used.  Luckily, it can help with outdoor coverage "
1,@kirstysmac @Yael_80 im glad i keep you 2 amused! 
1,cleveland is not giving up without a fight. YEAH CAVS!!! 
0,@xBritleyx you. 
1,Can't wait to see my boo tomorrow!  Nite Twitterville
1,Not really a prductive day.....going to zleep with great new hope for tomorrow 
0,What the fuck is taking so long for a 9530 .15x leak?! 9500 got there's close to a week ago 
1,Feel Siiiiccckk! Need to dry my hair too.. Chloes comin round today help! haha 
0,"thought she saw someone she used to know on here, but it's not him... "
0,"although i was committed to #OS3, the iPhone activation service had other ideas, probably overloaded, Bah! "
0,@roguekitty My stomach is trained to eat at midday. I tend to be the one forcing decisions and we still don't usually eat until 1pm or so 
0,cleaning out T block for the 50th time dont know why it gets so dirty! 
0,"wow #epicfail on me. I did a search for epicfail and didn't see many entries but apparently, it's widely used. I'm depressed now "
1,@Ankit_A yah  welcome to my charity mall   
0,"@CoL_2 you think?! it is worth the drive. i would hella go, but i'm still babysitting. "
1,@chekatileo what time are u out today?  x
1,@anberlin what a cruel joke! ;( lol! i think the next record you make should be a christmas album!!!!! that would be super sweet 
1,pretty fun way to write a resignation  http://www.farbs.org/Message.html
1,Can't wait to finish my exams and go to Ireland to see mum 
0,"oh, and the freezer at the shop decided to defrost itself. Opened the door and got greeted with a BUNCH of water "
1,DECEMBER 13/14 - MILEY CYRUS HERE I COME &lt;3 
1,"@MichelleVaughn OMG where did you get this? this is exactly what kind of kitty I want, himmalayen!!! I WANT THE BABY!!! send me info "
1,Back from the hospital. No changes - still a decrepit old git  Getting some new medication though (no more dried frog pills)
0,"@celestina729 haven't decided yet, it's supposed to rain  I haven't had my coffee yet, i'll get back in touch with you lol"
1,@TomGreen nice! No cat for me - will have to sub in a 100 lb old english sheepdog.  Btw when are you going to come visit @TechSmith?!
0,"just went to buy a Twitter mug on Zazzle that imports all your followers onto it, very nice. But the delivery is as much as mug me upset "
0,@BamaRandyGirl aww! Love it! Wish I came earlier so I couldve been there with u guys!  hopefully one of these days..
0,@brendas_kitkat sorry for your loss 
0,Liz's laptop has just been stolen 
0,my last day being sixteen. 
0,"Stayed up late reading Outrageous Marketing, met with a marketing guy today - he wasn't outrageous.  "
1,I have come to realize I have no real errands to do today.... So I think ill ride my bike and perhaps have some lunch in the park 
1,If you're not already follow me please 
1,@Mercibel - *hugs!* Thank you. 
1,I see tonight is the night of drama.  please keep coming with it haters im loving it.
1,@benjaminblack Which yammering analysts? 
1,oh hell yes  I'm in a good mood. ï¿½3ï¿½ ~ ?
0,i really need to say u something i trying it more times but i contact with posers 
1,wow long weekend. finally home. relaxing with a movie. 
0,@ahleesan that sucks  did u system restore? I did that once and it worked
0,"Now, more laundry "
0,I want my childhood summers where I could read all day every day back. 
0,"i need to go to Darlington, but don't want to go at rush hour! ohhh "
1,Had a great turn out last night even better one today! I love my friends 
0,Boiling hot day yesterday. Supposed to rain today. I wanted to wear my shorts. British weather sucks 
0,Oh boy... Just unpacked from C.C.C. now i gotta re pack for two weeks 
1,"hmmmm, school was boring. had assessments and stuff. annoying ! grr ahah. msn now ! happy "
1,@heeyitsRIA oh I just had some it's the best early in the am 
0,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.
1,@ninaspringle those damn horny kitties are obviously the flavour of the day i think i want to scratch their eyes out unfortunately 
1,@owlcity I'm like so obsessed with your music  you are amazing. It would mean the world to me if you replied to this tweet. \^.^/
1,@XchadballX http://twitpic.com/69eh5 - in 2 days i'll see you 
0,In IT really bored!!!! 
0,"8 am, I feel like I'm going puke - working til 3, the driving to Toronto(ish) area.. &amp; I have to be up really early again tomorrow "
0,@angie6913 trying to win with the infamous &quot;  &quot; that aint gonna work!!lmao!!
1,@BritRuxpin My 'Self Portrait with Hiroshige'- http://twitpic.com/6blgl 
1,@jiguryo  yep I am afraid it will be better than chocolate soon  LOL
1,@passionkisses fingers crossed! just keep passing around that trailer!! 
1,"@BrandyLionWine Aw, I think about that all the time. "
0,where did everyone go?! just coz its friday doesn't mean you can go live your life outside home and not talk to me hahaha 
1,im drinking and going to bed now :p have to be up for baseball tomorrow 
1,"@MaxizPad portable, retractable, personalized chopsticks,  Have a great time!"
1,@bpmore  that last one was just for you 
0,"is gonna start my Twitters over again, so this is message one. Waiting on 12, work tonight... "
0,@maryy_ann awwww im sorry that ur day isnt good  that sucks!!!
0,getting ready for church...stalling tho. so wazz new with thu rest of ya's? too bad my dayz gonna be ruined cuz im going 2 wal-mart  waa
1,Missha  BB cream  Im using no.21  http://bit.ly/HFVhO
0,stayed up till 2 somthn and now n summer skol! 
0,@joelmchale i'm sorry that your ryan seacrest joke at E3 bombed  i thought it was funny!
0,"aww, when did daxflame stop making videos? "
1,@nnenia I will have to give u the recipie 
0,My life sucks 
0,leaving office at a later time everyday. very sian  shld i jus go get a new job? cannot think properly!
0,"well, nevermind. I don't have any tickets to give away... "
1,@FireForce Good Morn-ting! Again 
1,"Okay I'm doneskies, night everyone! "
0,@YuiYamana I am not lame    I really really wanted to.  But I don't have the monies
1,Go Lakers! I won't be at the game to support but I think they can do it without me this time! 
1,hey i wish i have many followers .. please follow me .. 
0,Napping all day I've been sick with a high fever  no fun!!!
1,lol @senthilnambi see you then 
1,"@meekthegeek i drove 20 miles today, not one blister! "
1,@Mac_Steph me tooo 
1,"alright guess im gonna head out. cant wait for my swt jersey to make it here  now we'll have tailgate for sure, @joeruiz @bigredintejas"
1,omg shoes!  im actually happy to buy shoes? well i am! haha =]
1,"Omgosh I just saw the New Moon trailer  it looks so good, and Taylor looks so good shirtless. Can't wait till November. "
0, mac is discontinuing my favorite slimshine in in voile! i must stock up!
0,@AskCarrieLee I'm soooo confused. Your &quot;last baby in the family&quot; tweet and picture of people in an auditorium. I don't get it. 
1,#QUOTE: Clothes make the man. Naked people have little or no influence on society. Mark Twain 
0,@Miaakoch ow!! how bad! we're both unlucky cus they cancelled their concert here in Mexico 
0,@anniethrax I'm sadly going to rockfest  and I don't like any of the bands. I hate life
0,Accident outside my apartment tonight. Apparently someone perished. Major investigation for about 5 hrs. now. 
0,#feliciadayrumors @feliciaday stole my Rosetta Stone dvd to keep me from learning another language. 
1,@missSHANNAbaby aww such a cutie 
0,I'm kinda nervous about tomorrow.  It could potentially be a disaster.
0,@MrTHill well depending if it has anything to do with movie subscription services like netflix...if it does then No 
1,@selenagomez http://twitpic.com/3i55a Sorry i didn't send it before...here's the pic i made for you. 
1,"davai, Dinara!!!!!!!!!!!!!!!!!!!!!!!!    ... now stop with the effing DFing!!!!"
1,is getting redy to goto a prty woohoo drinking time  yummi
1,"Hardy har har....lol @YazzieFresh got jokes,ha?lol goood flick by the way, friggin hilarious "
1,getting a head start on my day at the spa &amp; Long Beach w/ the ladies.. breakfast @ original pancake house 
1,Cutting out bits for my new quilt. Liking this one lots 
0,@busymommaval I have a yellow lab (Libby) and made the mistake of watching the movie .... I bawled like a baby 
0,"@lawflylikepaper its not looking good, Layners   I don't think I can even wear a bra right now!"
1,@Tyrese4ReaL I'm hungry too. I'm in the mood for a grilled cheese sandwhich 
0,Next weeks dlc is fail  Can't wait for Maiden in two weeks though ;)
0,hangover today 
0,"@KennethCK Nope, it's raining! "
1,@kevinrose  really?? surprising! 
0,"Oops, accidentally installed WGA on my Laptop Vista install.. I had a pirated copy on there because my laptop is Japanese "
0,"heart, head and eyes are aching "
0,"Last of only two nights off this week, kinda sucks, but it's the price you pay for vacation.    Off again Starting Thursday night."
0,Tired! and just got home from the doctors. and didn't go to La Puente. 
1,"I love talking to Josh, he can always make my day/night. Thanks Josh. "
1,@empress_cryss lol lol  yesss yesss (munga voice)
0,"Have upgraded iPhone to 3.0. Seemed to work OK, now can't get off the &quot;emergency call&quot; screen because activation server is down.   "
1,Just got home. Eating icecream 
0,"@Desibabii  Canada...and sweetness, what do you have for a tattoo?"
1,"Getting ready for work, kinda tired, ate WAY too much last night "
1,"@sheb57 It went really well, Thank you! Still tired, bit achy, but overall good  x"
1,follow my A.KUTCHER  @yuhngfresh I think IM gonna DEMI MOORE HIM lol 
0,wishes she could make a difference... 
1,I'm going to upload pics of my new house soon 
1,Wishing all a productive day 
0,Can't enjoy my slushie because of headaches... 
0,Today is a day full with homework 
0,i think i have flu 
1,I did more work in the garden today.  Now to watch Burn Notice again!!    Thinking of everyone at the meet-up in DC!  Looks like fun!
0,"@CyanideLacedTea OMG, me too. I don't even know what my essay was about. And I didn't even get to finish the creative writing bit  Oh well"
1,@Jonasbrothers homeboyzzz! i still got your backs 
1,Goin' to rock my new hairdoo this Monday... 
0,No more zicam for me. It actually works for me. Oh well FDA says it's bad 
0,@beachinbiggs wish i was slavin with you 
1,@AndrewBoland ill you tube it later 
0,that might have been the worst night of sleep ever. i hate when you feel like you havent slept at all 
0,@shamara99 uor so right @cav32 doesn't use his twitter acct so I stopped talking to him 
1,IS going through another Beatle fix 
1,leaving home for the river!  around twelve. me and mommy!
0,and now I should find the courage to open the books 
0,Stayed up way too late last night. And does not want to get up. 
1,I really am way tooo demanding sometimes  but i adore him for putting up with me
0,"@Singergirl82 dude, i have to go to my mom's which is all old people "
1,@anuheajams awesome!  What type of music? 
0,whoops.. i broke it.    hes gonna be mad. good thing i got super glue!  lol  good as new. 
0,@manoyjoe ow..who hates you? 
0,@RayDollars lol yes again  imma go to bed soon and spend some time with my titties. lmao
0,My i key is being dodgy 
1,"Don't waste your life counting calories, eat, drink, and be merry! "
1,@BraeScotland  LOL!  You would just drive over his tiny caravan! Maybe it could even fit inside yours 
1,@meadowgating vive y deja vivirrrrrrrr 
0,@ jasonboehle i already failed :/ potaots were far from done  pizza it is!
0,Me too!   Lonelyandroid ):
0,Time to work 
1,"Keeps fucking up his twitters!!!! Stupid iPhone keyboard, can't wait for 3GS with the landscape keyboard "
0,ï¿½356 to make my poorly car better  oh well worse things happen - anyone got any odd jobs for meeee? lol x
1,@daniellesteph thousands of times 
1,still sitting here (cant wait till i go to Paris ) also i found a European ds charger 
0,@danissla i dnt like to hng out alone nis. but our frnd has twiter and fllow us nis. yaaah  hehe
1,@zellyb Nothing says &quot;Welcome to London!&quot; than Elton John.  (OK that was lame hahaha~)
0,@likeaboss 
0,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!
0,"boys suck, fml . "
0,@MlleBelis HA HA HA.. you're so funny Jennifer xD .. I have a bad temper cuz it's bitching at me 
1,"New song from @sceneaesthetic plus ep release date, tour dates, and a video update! So exciting  where's WI like you promised @erickim ..."
0,@andyclemmensen my friend is near you at the shops but is to scared to go up to you like WTF shes such a dikheaddddd. 
1,Chillin with u tube not getting much housework done 
1,"@callmekh no i didn't know that people...just few friends. Show was pretty cool,i gues you can find that show or some parts on youtube "
0,@patriciaco Yeah!  I want her to tweet now! 
0,So many things to do so little time 
0,@aaronfuller I didn't write it luv so someone on my team has.  xxxx
1,@softtouchme  Hi new follower *waving* 
0,Trying to get my preliminary result for my written final exams for the whole day - but no data is provided after login  #ap
1,"@china_doll26 can't pass a day without listening to music, right? "
1,Had a good meeting today ....now petsitting 
0,[-O] Happy Mother's day! Wish I could be in Ohio with my mom.  http://tinyurl.com/pkkmoh
0,gooodbyeee central  i never thought id actually be sad to leave
0,"@marckent Yes, but it's hotter in here than it has been outside all day "
1,At home with tired feet. Being girly is tiring and painful. 
1,@theNetImp Hmmm odd I have no problems with it. 
0,I thought i ve been livin for 22yrs in this planet. . . . But i ve no memory of the first 4/5yrs of my life. . . . 
0,@aslan843 do not cry or else I shall become quite sad as well 
1,homeeeeeeeeeeeeeeee had a good day 
1,Time for me to get out of here 
0,@markng We'll miss you full stop then 
1,Is hella excited cuz the Italian is here 
1,"nyeheee~ i'm gonna have a couple cosu with my sister, sasya "
0,using twitter for teh first time and that too from office... waiting for other members of car pool to be free... 
0,idk i feel unwell rite now.. 
0,It was so much easier setting up my old Blackberry and @TwitPic than this new one 
1,@GrahamNelson You're a cubs fan?! Oh boy. http://www.flickr.com/photos/fajalar/2147010241/ 
0,What? Its a classic... 
1,I hope everyone is ready for a &quot;swingin'&quot; #musicmonday - I just made some great new discoveries!  
0,@slimthugga Its raining cats &amp; dogs down here 
0,"Man, i feel worse. "
1,@danahanson it's alright. Just focus on the lyrics dude! 
0,@Chriiisti you are going to Conan.. WTF thompson Conan is my shit and your going without me! booo 
0,@loserified I want to come home right now. 
0,@introversimonDu I felt like crying when it wouldn't turn on  loving this bb thing on e4 tho. Saw you say Russell brand so had to find it!
1,"@madsdeguzman will treat you to haagen daaz, but you have to come and get it hehe "
1,@rbouyounes i think im starting to understand this thing 
1,"cutting my bangs for the 2nd time this week..do they need it....nope, but i do it anyway. "
0,Its going to be a long night.  we are so short handed.
0,@YokiMartin madame...i forgot what i was going to say 
1,time to sleep before someone wakes up..yahlalala 
0,"@libbaloo I wanted to go! I had 2 hours free time, tried calling you.  Bummer."
1,@amsala  its ok! just one question ... hehe
0,@KevFP sorry I cut the wrong wire 
0,I'm hungry. Will someone please bring me breakfast? 
1,"Now, i'm ready to sleep, tomorrow i will wake up early, the school is waiting for me  so Goodnight"
1,http://tinyurl.com/cokk8p  Party at my house y'all! UR invited! LOL!!! Someday Ima a dreamer  ~melissa~
0,Sick at school. I think I'm going to die. 
0,Hello Was planning on going in2 skool on time 2day but I kinda slept in LOL. Getting up now though. Ouches ive got wisdom TEETH coming in 
1,@TheWebstar  Have a fabulous holiday 
1,is chillin to the new promo of SEF - U NEED A HERO - D-BOY &amp; AZADVIR 'KID FRESH' SINGH REMIX FT DES-C Its a awesomee track 
1,...and I'm out!  
1,@whymesweetie looking forward to see you girls too tonight!!!! &lt;3333 yay! 
0,@justamoochin heh.  Great weekend here ... almost over though    Mondays suck!
0,Sleepy. Sleepy. Sleepy. I wish I didn't wake up this early in the morning in the middle of summer. 
1,http://twitpic.com/5cbaj - I love this Guy!!!  Is so cute and very handsome!!! I LoVE U JOe!!! ;D
0,My sister brought germs into this house 
1,New day! Still recovering from this weekend... had an orange. 
0,Looking at automatic transmission vehicles 
0,Uuuggghhhh... Can't fall asleep 
0,Is off back to the uk soon  oh well all good things must come to an end
1,@thiagofish Hehe   beijos
1,@HeartMileyCyrus ohh i see! soo what's ur real name? 
1,"Well its Interview Friday, don't forget to check out Mike Macia's interview, he rocked it  http://bit.ly/2KJ1f"
0,to day was the last day of school  im gonna miss all my friends i love them to death!!!!!!
0,just passed the place where my old church camp used to be. sadness. 
1,@bradiewebbstack i will if you come to me 
1,"1st place in second HeroClix tournament. Thank you, Aries "
1,Baby I know you do that to all the girls you know that I am fragile BAe Buh Buh Buh Baby  -Solange or SOLANGEL
1,is gearing up for a night of ice cream and fun! But mostly ice cream.  http://plurk.com/p/wy58u
1,Hey @troytaylor86 LOL   (SongbookTV live &gt; http://ustre.am/3nhV)
0,Arghh...writer's block while drafting a cover letter! 
1,"@texeyes --but btw, when you get back from Puerto Rico (I loved it there too).....we DO beard and mustache trims.....  "
1,"@yoeran wow, that's sick! Thanks for tweeting that "
0,@Wolfgang_ haha - I dunno - all rather confusing and tiring.... 
1,"@MaryFramer  pea soup would be unfortunate, but you should still take pictures... before you turn and run!  "
0,Never fart near an oscillating fan...I think I ruined my chances of getting my security deposit back 
0,@theuser xrender is working but it's too slow for me 
0,@emmagmgdiva119 Yep...not even 8am yet   I have 2 work AGAIN today...UGH!! No one should have 2 work on Sunday...much less Father's Day!
1,@astoldby Cool. I hope you settle in ok. Welcome to Greenwich Mean Time 
0,"been in the garden all day, my colds really come out now "
0,"@DaNKLand maaaaaaaan, I'm tryin. I don't want to b up. "
1,@zombiemoxie We will miss you!!! Chilli's was awesome! 
0,@Do0ki3 omg. your lying aawwww 
1,Whoohoo I had shoe success AND it was buy 1 get 1 free 
0,"@too_much_boredm nope  I want to move into your basement, but you don't have one yet"
1,@KatLovesBoho I had nothing to do either  Bring on the 'washed-up' trauma!
1,Ate Taco Bell and watched the last half of Dogma. 
0,Watchin Regis and Kelly before taking Mo to get his first vaccinations 
1,@empoweredandfit Good morning 
0, at work... *tears*
1,YESSS! i HAVE REACHED 600 VIEWS!!!!!!!!!! NEXT GOAL 700  http://www.flickr.com/photos/krissieheartswho06/ YOU KNOW THE DRILL ;]
1,"Hahahahahaha, something funny just happened, but you had to be there "
0,"Indian food in. One hour later - Indian food out. Tastes great, less filling.  "
1,I will enjoy going back to school next Jan  can't wait till I can massage again. Now give &quot;beauty&quot; massage occasionally at huge discount
1,@traceygriffiths. Totally agree.  Its all about the little things!  Thank you.  
0,"Who am I kidding I'm affraid to lose after all that I already lost. Feeling fights with reason, all I have are questions, not answers "
1,Watching old school Filipino movies  -How do you wish you can turn your PC into a TV Must see http://bit.ly/tYrDf0
1,Great to see you following us as well @mazda3rev 
0,"@repmilwaukee414 hes a junior, but STILL "
0,I don't like stories where the heroine is intentionally humiliated in order to forward the romantic plot. Not cool 
1,@FUCKCITY  happy birthday 
1,I'm trying to figure out twittering 
0,Very sad that i can't get time off work to go to Hat Camp!    Not pleased about this one bit.
0,"@georgiakatee sall good bubs, soz about the late reply I feel sick "
0,"@tommcfly i didn't know the time of your flight, i wanna see u, in the concert someone stole my camera, and i havn't any photo with McFLY "
0,I am writing a inique song of how one girl fell for a rebel-of-a-boy. That girl just happens to be me.  And he broke my heart
0,"Is regretting the road trip to la, feeling woozy from the anesthesia "
0,@gingelize it's disgrace. i'm at work anyway. my desert buddy was there last night. vip backstage b*&amp;&quot;Â£rd!! no invite for me then either 
1,i'm sick of my touch screen phone and can't get a new one from verizon til my plan is up...anyone selling a blackberry? 
0,It's over 
0,"@chrismferguson Wellll I don't really wanna be bald, but I guess it's worth it "
0,"okay, i fell in love today...with a guitar. i couldn't get it  my heart broke."
0,"@twelfthminute I am still doing E Math, ugh, I hate you and your perfect sleep life "
1,Happy Monday! Let's make the best of it 
0,@sapphire_city these are the times when i wish that i still had that bathroom in my room like i did back in georgia 
1,watching Fired Up    haha
0,"@rosieeejones lol i am aswell but its busy anyway  i not stopping till i get thru haha, i NEED to know the announcemtn! x"
1,they are the people at school in Australia I would never forget the most. they're the best! i love them very much 
0,@vrinny no  I'm feeling too lazy to drive to austin this weekend. I'd have to leave immediately after work. Plus the tickets were a l ...
1,@htbthomas Ok I'll try it! I guess it would help if I also stopped mentioning them - I have a feeling they're listening 
0,@gigglepops *gets jealous*.... By the time I find anything it will be over 
0,@anymarry  eu acho que Ã© por causa do 447 
1,@REGYATES can you ask tom to say hello to tasha wilshire  he watched my video would make my life to say ello to me!
1,Frankie Donjae said happy birthday to me &amp; Zullyy!  but shane dawson &amp; craig mabbit wished zully a happy birthday. hmph. ahah.
0,@bethwhite1 okay. Labour's screwed. I'm sad  #Lol@Boris  I haven't seen the link yet - when I go on pc!
0,nap was slightly unsuccessful... not going out tonight @stefanieelefane @juelzy15 
0,@WeekendWino but it just started... 
1,"Dinosaur Day. Is this the day they arrived, left, or walked? Boom boom acka-lacka lacka boom.  Walk the Dinosaur - Was (Not Was). ahh.  "
